Source Node,Source Tier,Target Node,Target Tier,Edge Type
Rubber and Plastics Hoses and Belting Manufacturing,Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber and Plastics Hoses and Belting Manufacturing,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Packaging / Component Supply
Rubber and Plastics Hoses and Belting Manufacturing,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Dog and Cat Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Other Animal Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Frozen Specialty Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Dried and Dehydrated Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Seafood Product Preparation and Packaging,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Other Snack Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Perishable Prepared Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Packaging / Component Supply
Rubber Product Manufacturing for Mechanical Use ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Dog and Cat Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Other Animal Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Frozen Specialty Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Dried and Dehydrated Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Seafood Product Preparation and Packaging,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Other Snack Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Perishable Prepared Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Packaging / Component Supply
All Other Rubber Product Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Packaging / Component Supply
All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Powder Metallurgy Part Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Powder Metallurgy Part Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Powder Metallurgy Part Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Prefabricated Metal Building and Component Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Prefabricated Metal Building and Component Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Prefabricated Metal Building and Component Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Fabricated Structural Metal Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Fabricated Structural Metal Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Fabricated Structural Metal Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Metal Window and Door Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Metal Window and Door Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Metal Window and Door Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Sheet Metal Work Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Sheet Metal Work Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Sheet Metal Work Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Ornamental and Architectural Metal Work Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Ornamental and Architectural Metal Work Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Ornamental and Architectural Metal Work Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Dog and Cat Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Other Animal Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Frozen Specialty Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Dried and Dehydrated Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Seafood Product Preparation and Packaging,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Other Snack Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,Perishable Prepared Food Manufacturing ,Tier 1,Ingredient Flow
Power Boiler and Heat Exchanger Manufacturing,Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Ingredient Flow
Metal Tank (Heavy Gauge) Manufacturing,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Metal Tank (Heavy Gauge) Manufacturing,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Metal Tank (Heavy Gauge) Manufacturing,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Metal Can Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Metal Can Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Metal Can Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Other Metal Container Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Other Metal Container Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Other Metal Container Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Machine Shops,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Machine Shops,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Machine Shops,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Metal Heat Treating ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Metal Heat Treating ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Metal Heat Treating ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Other Metal Valve and Pipe Fitting Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Other Metal Valve and Pipe Fitting Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Other Metal Valve and Pipe Fitting Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
All Other Miscellaneous Fabricated Metal Product Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
All Other Miscellaneous Fabricated Metal Product Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
All Other Miscellaneous Fabricated Metal Product Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Farm Machinery and Equipment Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Farm Machinery and Equipment Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Farm Machinery and Equipment Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Construction Machinery Manufacturing,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Construction Machinery Manufacturing,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Construction Machinery Manufacturing,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Mining Machinery and Equipment Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Mining Machinery and Equipment Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Mining Machinery and Equipment Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Dog and Cat Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Other Animal Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Frozen Specialty Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Dried and Dehydrated Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Seafood Product Preparation and Packaging,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Other Snack Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Perishable Prepared Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Ingredient Flow
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Oil and Gas Field Machinery and Equipment Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Food Product Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Food Product Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Food Product Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
All Other Industrial Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
All Other Industrial Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
All Other Industrial Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Commercial and Service Industry Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Commercial and Service Industry Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Commercial and Service Industry Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Cutting Tool and Machine Tool Accessory Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Cutting Tool and Machine Tool Accessory Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Cutting Tool and Machine Tool Accessory Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Machine Tool Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Machine Tool Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Machine Tool Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Rolling Mill and Other Metalworking Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Rolling Mill and Other Metalworking Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Rolling Mill and Other Metalworking Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Packaging Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
Packaging Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
Packaging Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
All Other Miscellaneous General Purpose Machinery Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Industrial Parts
All Other Miscellaneous General Purpose Machinery Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Industrial Parts
All Other Miscellaneous General Purpose Machinery Manufacturing ,Tier 2,All Other Transportation Equipment Manufacturing ,Tier 1,Industrial Parts
Electronic Computer Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Electronic Computer Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
Computer Storage Device Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Computer Storage Device Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Dog and Cat Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Other Animal Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Frozen Specialty Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Dried and Dehydrated Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Seafood Product Preparation and Packaging,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Other Snack Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,Perishable Prepared Food Manufacturing ,Tier 1,Ingredient Flow
"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Tier 2,All Other Miscellaneous Food Manufacturing ,Tier 1,Ingredient Flow
Electronic Connector Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Electronic Connector Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
Other Electronic Component Manufacturing ,Tier 2,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",Tier 1,Avionics / Nav Supply
Other Electronic Component Manufacturing ,Tier 2,Automobile and Light Duty Motor Vehicle Manufacturing ,Tier 1,Avionics / Nav Supply
